instancia;nombre;t_ordenamiento;t_lineal;t_binaria
56;Vileplume;0,001153;0,000062;0,000001
56;Teddiursa;0,001153;0,000076;0,000000
56;Shedinja;0,001153;0,000068;0,000000
56;Hoothoot;0,001153;0,000064;0,000001
56;Skitty;0,001153;0,000068;0,000000
57;Gloom;0,001156;0,000076;0,000000
57;Starmie;0,001156;0,000067;0,000001
57;Teddiursa;0,001156;0,000060;0,000001
57;Marowak;0,001156;0,000078;0,000000
57;Unown;0,001156;0,000058;0,000000
58;Vileplume;0,001172;0,000060;0,000000
58;Pidgey;0,001172;0,000064;0,000001
58;Celebi;0,001172;0,000063;0,000001
58;Shuckle;0,001172;0,000079;0,000000
58;AlakazamMega Alakazam;0,001172;0,000061;0,000000
59;Vileplume;0,001162;0,000060;0,000000
59;Kingler;0,001162;0,000060;0,000000
59;Lombre;0,001162;0,000060;0,000000
59;PinsirMega Pinsir;0,001162;0,000063;0,000001
59;Seaking;0,001162;0,000066;0,000000
60;Oddish;0,001125;0,000059;0,000000
60;SableyeMega Sableye;0,001125;0,000067;0,000000
60;Zubat;0,001125;0,000058;0,000000
60;Fearow;0,001125;0,000059;0,000001
60;Piloswine;0,001125;0,000103;0,000001
61;Oddish;0,001125;0,000062;0,000000
61;CharizardMega Charizard Y;0,001125;0,000062;0,000000
61;Smoochum;0,001125;0,000066;0,000001
61;Entei;0,001125;0,000060;0,000000
61;Aggron;0,001125;0,000064;0,000001
62;Gloom;0,001158;0,000061;0,000000
62;Jynx;0,001158;0,000059;0,000000
62;Charmeleon;0,001158;0,000064;0,000000
62;Slakoth;0,001158;0,000104;0,000001
62;Golduck;0,001158;0,000063;0,000001
63;Gloom;0,001218;0,000061;0,000000
63;Sunflora;0,001218;0,000066;0,000001
63;Piloswine;0,001218;0,000079;0,000000
63;Pichu;0,001218;0,000065;0,000000
63;Marill;0,001218;0,000068;0,000000
64;Nidorina;0,001116;0,000062;0,000001
64;Teddiursa;0,001116;0,000108;0,000001
64;Linoone;0,001116;0,000064;0,000000
64;Octillery;0,001116;0,000060;0,000000
64;Rhyhorn;0,001116;0,000061;0,000001
65;Nidorina;0,001208;0,000066;0,000001
65;Smoochum;0,001208;0,000068;0,000001
65;Clefable;0,001208;0,000063;0,000000
65;Granbull;0,001208;0,000063;0,000000
65;Entei;0,001208;0,000061;0,000001
66;Nidoqueen;0,001143;0,000061;0,000000
66;Vileplume;0,001143;0,000060;0,000001
66;Shedinja;0,001143;0,000067;0,000000
66;SableyeMega Sableye;0,001143;0,000067;0,000000
66;SlowbroMega Slowbro;0,001143;0,000067;0,000001
67;Nidorina;0,001118;0,000061;0,000000
67;Shedinja;0,001118;0,000067;0,000000
67;Nidorino;0,001118;0,000060;0,000000
67;Wartortle;0,001118;0,000059;0,000000
67;Phanpy;0,001118;0,000062;0,000001
68;Nidoran♀;0,001156;0,000057;0,000000
68;SlowbroMega Slowbro;0,001156;0,000067;0,000001
68;Omanyte;0,001156;0,000059;0,000000
68;Nidoran♂;0,001156;0,000057;0,000001
68;Octillery;0,001156;0,000059;0,000000
69;Sandslash;0,001119;0,000066;0,000001
69;Cubone;0,001119;0,000086;0,000000
69;Gyarados;0,001119;0,000061;0,000001
69;ScizorMega Scizor;0,001119;0,000067;0,000001
69;Marowak;0,001119;0,000093;0,000001
70;Nidoran♀;0,001169;0,000087;0,000000
70;Mudkip;0,001169;0,000064;0,000000
70;SlowbroMega Slowbro;0,001169;0,000067;0,000001
70;Ursaring;0,001169;0,000058;0,000000
70;Sneasel;0,001169;0,000066;0,000001
71;Nidoran♀;0,001204;0,000062;0,000001
71;Mankey;0,001204;0,000069;0,000001
71;Smoochum;0,001204;0,000068;0,000001
71;Pidgeot;0,001204;0,000065;0,000001
71;SableyeMega Sableye;0,001204;0,000069;0,000001
72;Sandshrew;0,001159;0,000074;0,000001
72;Spinarak;0,001159;0,000069;0,000000
72;Xatu;0,001159;0,000065;0,000000
72;Ariados;0,001159;0,000063;0,000001
72;Dunsparce;0,001159;0,000062;0,000001
73;Sandshrew;0,001335;0,000072;0,000001
73;Aggron;0,001335;0,000063;0,000001
73;Mew;0,001335;0,000067;0,000001
73;Linoone;0,001335;0,000062;0,000000
73;Espeon;0,001335;0,000061;0,000000
74;Sandslash;0,001178;0,000071;0,000001
74;Magmar;0,001178;0,000069;0,000001
74;Vileplume;0,001178;0,000062;0,000000
74;Torchic;0,001178;0,000062;0,000000
74;Weedle;0,001178;0,000062;0,000000
75;Sandshrew;0,001267;0,000079;0,000001
75;Moltres;0,001267;0,000068;0,000001
75;Muk;0,001267;0,000067;0,000001
75;Wingull;0,001267;0,000061;0,000000
75;Hoppip;0,001267;0,000067;0,000001
76;Raichu;0,001153;0,000063;0,000001
76;Krabby;0,001153;0,000062;0,000001
76;Chansey;0,001153;0,000064;0,000000
76;Beedrill;0,001153;0,000062;0,000001
76;Zigzagoon;0,001153;0,000060;0,000001
77;Pikachu;0,001405;0,000065;0,000001
77;Ponyta;0,001405;0,000067;0,000001
77;TyranitarMega Tyranitar;0,001405;0,000096;0,000000
77;Makuhita;0,001405;0,000077;0,000001
77;Krabby;0,001405;0,000062;0,000000
78;Raichu;0,001151;0,000063;0,000000
78;Qwilfish;0,001151;0,000060;0,000000
78;Omanyte;0,001151;0,000060;0,000000
78;Mantine;0,001151;0,000068;0,000000
78;SwampertMega Swampert;0,001151;0,000068;0,000000
79;Raichu;0,001148;0,000062;0,000000
79;Phanpy;0,001148;0,000067;0,000000
79;Shiftry;0,001148;0,000068;0,000000
79;Raticate;0,001148;0,000061;0,000000
79;HeracrossMega Heracross;0,001148;0,000062;0,000000
80;Clefable;0,001322;0,000064;0,000000
80;Vigoroth;0,001322;0,000061;0,000000
80;Masquerain;0,001322;0,000067;0,000000
80;Kingler;0,001322;0,000061;0,000000
80;Ivysaur;0,001322;0,000060;0,000000
81;Clefairy;0,001320;0,000064;0,000000
81;Pidgeotto;0,001320;0,000065;0,000000
81;Machoke;0,001320;0,000068;0,000000
81;Azumarill;0,001320;0,000062;0,000000
81;Shuckle;0,001320;0,000068;0,000000
82;Vulpix;0,001179;0,000062;0,000000
82;Tyranitar;0,001179;0,000063;0,000000
82;Lapras;0,001179;0,000062;0,000000
82;Totodile;0,001179;0,000062;0,000000
82;Sentret;0,001179;0,000068;0,000000
83;Clefable;0,001152;0,000064;0,000000
83;Beautifly;0,001152;0,000062;0,000000
83;Igglybuff;0,001152;0,000060;0,000000
83;Ursaring;0,001152;0,000060;0,000000
83;Metapod;0,001152;0,000066;0,000000
84;Nidoking;0,001145;0,000063;0,000000
84;SceptileMega Sceptile;0,001145;0,000069;0,000000
84;Horsea;0,001145;0,000062;0,000000
84;Smeargle;0,001145;0,000068;0,000000
84;Nidorina;0,001145;0,000065;0,000000
85;Nidoking;0,001179;0,000062;0,000000
85;Natu;0,001179;0,000061;0,000000
85;CharizardMega Charizard X;0,001179;0,000064;0,000000
85;Kingdra;0,001179;0,000062;0,000000
85;Primeape;0,001179;0,000067;0,000000
86;Clefairy;0,001147;0,000066;0,000000
86;Jigglypuff;0,001147;0,000060;0,000000
86;Seaking;0,001147;0,000068;0,000000
86;Hitmontop;0,001147;0,000062;0,000000
86;Ludicolo;0,001147;0,000061;0,000000
87;Clefairy;0,001171;0,000063;0,000000
87;Geodude;0,001171;0,000063;0,000000
87;Pikachu;0,001171;0,000065;0,000000
87;Meditite;0,001171;0,000067;0,000000
87;BeedrillMega Beedrill;0,001171;0,000063;0,000000
88;Nidorino;0,001143;0,000063;0,000001
88;Linoone;0,001143;0,000061;0,000000
88;Scizor;0,001143;0,000066;0,000000
88;Abra;0,001143;0,000060;0,000000
88;Taillow;0,001143;0,000060;0,000000
89;Nidorino;0,001148;0,000065;0,000000
89;Breloom;0,001148;0,000062;0,000000
89;Medicham;0,001148;0,000067;0,000000
89;Espeon;0,001148;0,000061;0,000000
89;Larvitar;0,001148;0,000062;0,000000
90;Nidoking;0,001148;0,000065;0,000000
90;Slowking;0,001148;0,000068;0,000000
90;Jynx;0,001148;0,000060;0,000000
90;Murkrow;0,001148;0,000066;0,000000
90;Dunsparce;0,001148;0,000062;0,000000
91;Nidorino;0,001196;0,000061;0,000000
91;Slugma;0,001196;0,000067;0,000000
91;Exeggcute;0,001196;0,000060;0,000000
91;Raikou;0,001196;0,000060;0,000000
91;Dratini;0,001196;0,000061;0,000000
92;Nidoqueen;0,001432;0,000063;0,000000
92;Nidoran♂;0,001432;0,000059;0,000000
92;Igglybuff;0,001432;0,000060;0,000000
92;Graveler;0,001432;0,000063;0,000000
92;HoundoomMega Houndoom;0,001432;0,000063;0,000000
93;Nidoqueen;0,001147;0,000061;0,000000
93;MewtwoMega Mewtwo Y;0,001147;0,000065;0,000000
93;Blastoise;0,001147;0,000061;0,000000
93;Weepinbell;0,001147;0,000060;0,000000
93;Croconaw;0,001147;0,000061;0,000000
94;Nidoran♂;0,001165;0,000058;0,000000
94;Porygon2;0,001165;0,000063;0,000000
94;Haunter;0,001165;0,000060;0,000000
94;Magcargo;0,001165;0,000066;0,000000
94;Dugtrio;0,001165;0,000081;0,000001
95;Nidoran♂;0,001183;0,000058;0,000000
95;Butterfree;0,001183;0,000060;0,000000
95;SteelixMega Steelix;0,001183;0,000067;0,000000
95;VenusaurMega Venusaur;0,001183;0,000060;0,000000
95;Seaking;0,001183;0,000066;0,000000
96;PidgeotMega Pidgeot;0,001161;0,000064;0,000000
96;Chansey;0,001161;0,000062;0,000000
96;Delibird;0,001161;0,000063;0,000001
96;Kingdra;0,001161;0,000062;0,000000
96;Ekans;0,001161;0,000061;0,000000
97;PidgeotMega Pidgeot;0,001142;0,000076;0,000000
97;Jigglypuff;0,001142;0,000059;0,000000
97;Girafarig;0,001142;0,000061;0,000001
97;Tyrogue;0,001142;0,000063;0,000000
97;Cyndaquil;0,001142;0,000063;0,000001
98;Rattata;0,001201;0,000062;0,000000
98;Loudred;0,001201;0,000062;0,000000
98;Aerodactyl;0,001201;0,000063;0,000000
98;Scyther;0,001201;0,000068;0,000000
98;Dragonair;0,001201;0,000062;0,000000
99;Rattata;0,001142;0,000060;0,000000
99;Minun;0,001142;0,000064;0,000000
99;Bellsprout;0,001142;0,000076;0,000000
99;Hitmonchan;0,001142;0,000062;0,000000
99;Medicham;0,001142;0,000067;0,000000
