instancia,nombre,t_ordenamiento,t_lineal,t_binaria
0,Venusaur,0.000046,0.000005,0.000002
0,Venusaur,0.000046,0.000007,0.000001
0,Venusaur,0.000046,0.000005,0.000001
0,Venusaur,0.000046,0.000004,0.000001
0,Venusaur,0.000046,0.000004,0.000001
1,Venusaur,0.000024,0.000006,0.000001
1,Venusaur,0.000024,0.000006,0.000001
1,Venusaur,0.000024,0.000005,0.000001
1,Venusaur,0.000024,0.000005,0.000000
1,Venusaur,0.000024,0.000005,0.000000
2,Venusaur,0.000023,0.000005,0.000000
2,Venusaur,0.000023,0.000007,0.000000
2,Venusaur,0.000023,0.000005,0.000000
2,Venusaur,0.000023,0.000005,0.000000
2,Venusaur,0.000023,0.000005,0.000000
3,Venusaur,0.000022,0.000005,0.000000
3,Venusaur,0.000022,0.000004,0.000000
3,Venusaur,0.000022,0.000004,0.000000
3,Venusaur,0.000022,0.000008,0.000000
3,Venusaur,0.000022,0.000004,0.000000
4,Venusaur,0.000020,0.000004,0.000000
4,Venusaur,0.000020,0.000005,0.000000
4,Venusaur,0.000020,0.000008,0.000000
4,Venusaur,0.000020,0.000004,0.000000
4,Venusaur,0.000020,0.000004,0.000000
5,Venusaur,0.000022,0.000005,0.000000
5,Venusaur,0.000022,0.000005,0.000000
5,Venusaur,0.000022,0.000004,0.000000
5,Venusaur,0.000022,0.000004,0.000000
5,Venusaur,0.000022,0.000005,0.000000
6,Venusaur,0.000024,0.000005,0.000000
6,Venusaur,0.000024,0.000004,0.000000
6,Venusaur,0.000024,0.000004,0.000000
6,Venusaur,0.000024,0.000004,0.000000
6,Venusaur,0.000024,0.000004,0.000000
7,Venusaur,0.000023,0.000006,0.000000
7,Venusaur,0.000023,0.000004,0.000000
7,Venusaur,0.000023,0.000006,0.000000
7,Venusaur,0.000023,0.000004,0.000000
7,Venusaur,0.000023,0.000004,0.000000
8,Venusaur,0.000023,0.000005,0.000000
8,Venusaur,0.000023,0.000004,0.000000
8,Venusaur,0.000023,0.000004,0.000000
8,Venusaur,0.000023,0.000004,0.000000
8,Venusaur,0.000023,0.000004,0.000000
9,Venusaur,0.000024,0.000004,0.000000
9,Venusaur,0.000024,0.000004,0.000000
9,Venusaur,0.000024,0.000004,0.000000
9,Venusaur,0.000024,0.000004,0.000000
9,Venusaur,0.000024,0.000004,0.000000
10,Venusaur,0.000021,0.000004,0.000000
10,Venusaur,0.000021,0.000004,0.000000
10,Venusaur,0.000021,0.000004,0.000000
10,Venusaur,0.000021,0.000004,0.000000
10,Venusaur,0.000021,0.000004,0.000000
11,Venusaur,0.000021,0.000004,0.000000
11,Venusaur,0.000021,0.000004,0.000000
11,Venusaur,0.000021,0.000004,0.000000
11,Venusaur,0.000021,0.000004,0.000000
11,Venusaur,0.000021,0.000004,0.000000
12,Venusaur,0.000020,0.000004,0.000000
12,Venusaur,0.000020,0.000004,0.000000
12,Venusaur,0.000020,0.000004,0.000000
12,Venusaur,0.000020,0.000004,0.000000
12,Venusaur,0.000020,0.000004,0.000000
13,Venusaur,0.000021,0.000004,0.000000
13,Venusaur,0.000021,0.000004,0.000000
13,Venusaur,0.000021,0.000007,0.000000
13,Venusaur,0.000021,0.000004,0.000000
13,Venusaur,0.000021,0.000006,0.000000
14,Venusaur,0.000022,0.000004,0.000000
14,Venusaur,0.000022,0.000004,0.000000
14,Venusaur,0.000022,0.000004,0.000000
14,Venusaur,0.000022,0.000004,0.000000
14,Venusaur,0.000022,0.000004,0.000000
15,Venusaur,0.000030,0.000004,0.000000
15,Venusaur,0.000030,0.000005,0.000000
15,Venusaur,0.000030,0.000004,0.000000
15,Venusaur,0.000030,0.000004,0.000000
