instancia,nombre,t_ordenamiento,t_lineal,t_binaria
0,VenusaurMega Venusaur,0.000119,0.000047,0.000011
0,VenusaurMega Venusaur,0.000119,0.000035,0.000009
0,VenusaurMega Venusaur,0.000119,0.000028,0.000008
0,VenusaurMega Venusaur,0.000119,0.000028,0.000008
0,VenusaurMega Venusaur,0.000119,0.000045,0.000003
1,VenusaurMega Venusaur,0.000043,0.000017,0.000003
1,VenusaurMega Venusaur,0.000043,0.000017,0.000003
1,VenusaurMega Venusaur,0.000043,0.000014,0.000003
1,VenusaurMega Venusaur,0.000043,0.000014,0.000003
1,VenusaurMega Venusaur,0.000043,0.000013,0.000002
2,VenusaurMega Venusaur,0.000107,0.000011,0.000001
2,VenusaurMega Venusaur,0.000107,0.000023,0.000001
2,VenusaurMega Venusaur,0.000107,0.000015,0.000001
2,VenusaurMega Venusaur,0.000107,0.000010,0.000002
2,VenusaurMega Venusaur,0.000107,0.000023,0.000002
3,VenusaurMega Venusaur,0.000067,0.000010,0.000001
3,VenusaurMega Venusaur,0.000067,0.000023,0.000001
3,VenusaurMega Venusaur,0.000067,0.000007,0.000001
3,VenusaurMega Venusaur,0.000067,0.000024,0.000001
3,VenusaurMega Venusaur,0.000067,0.000005,0.000001
4,VenusaurMega Venusaur,0.000044,0.000006,0.000001
4,VenusaurMega Venusaur,0.000044,0.000021,0.000001
4,VenusaurMega Venusaur,0.000044,0.000007,0.000001
4,VenusaurMega Venusaur,0.000044,0.000010,0.000001
4,VenusaurMega Venusaur,0.000044,0.000009,0.000001
5,VenusaurMega Venusaur,0.000072,0.000006,0.000001
5,VenusaurMega Venusaur,0.000072,0.000027,0.000001
5,VenusaurMega Venusaur,0.000072,0.000020,0.000001
5,VenusaurMega Venusaur,0.000072,0.000055,0.000001
5,VenusaurMega Venusaur,0.000072,0.000008,0.000001
6,VenusaurMega Venusaur,0.000061,0.000006,0.000000
6,VenusaurMega Venusaur,0.000061,0.000008,0.000000
6,VenusaurMega Venusaur,0.000061,0.000005,0.000000
6,VenusaurMega Venusaur,0.000061,0.000004,0.000000
6,VenusaurMega Venusaur,0.000061,0.000004,0.000000
7,VenusaurMega Venusaur,0.000034,0.000005,0.000001
7,VenusaurMega Venusaur,0.000034,0.000005,0.000000
7,VenusaurMega Venusaur,0.000034,0.000004,0.000000
7,VenusaurMega Venusaur,0.000034,0.000004,0.000000
